Geometry Friends Agents
World: ;World
level;runs;collectibles average;collectibles available;time average;time limit;score average
6;40;0,1;1;950,3;1000;15
Geometry Friends Agents
World: ;World
level;runs;collectibles average;collectibles available;time average;time limit;score average
7;40;0;1;1000;1000;0
Geometry Friends Agents
World: ;World
level;runs;collectibles average;collectibles available;time average;time limit;score average
6;4;0;1;1000;1000;0
7;4;0;1;1000;1000;0
Geometry Friends Agents
World: ;World
level;runs;collectibles average;collectibles available;time average;time limit;score average


