Geometry Friends Agents
World: ;World
level;runs;collectibles average;collectibles available;time average;time limit;score average
6;40;0,1;1;925,5;1000;22
7;40;0;1;1000;1000;0
Geometry Friends Agents
World: ;World
level;runs;collectibles average;collectibles available;time average;time limit;score average


Geometry Friends Agents
World: ;World
level;runs;collectibles average;collectibles available;time average;time limit;score average
6;4;0;1;1000;1000;0
7;4;0;1;1000;1000;0
Geometry Friends Agents
World: ;World
level;runs;collectibles average;collectibles available;time average;time limit;score average


Geometry Friends Agents
World: ;World
level;runs;collectibles average;collectibles available;time average;time limit;score average
7;40;0;1;25;1000;0
Geometry Friends Agents
World: ;World
level;runs;collectibles average;collectibles available;time average;time limit;score average
7;40;0;1;1000;1000;0
Geometry Friends Agents
World: ;World
level;runs;collectibles average;collectibles available;time average;time limit;score average
6;40;0;1;994,6;1000;4
Geometry Friends Agents
World: ;World
level;runs;collectibles average;collectibles available;time average;time limit;score average
7;40;0;1;1000;1000;0
Geometry Friends Agents
World: ;World
level;runs;collectibles average;collectibles available;time average;time limit;score average


Geometry Friends Agents
World: ;World
level;runs;collectibles average;collectibles available;time average;time limit;score average


Geometry Friends Agents
World: ;World
level;runs;collectibles average;collectibles available;time average;time limit;score average


