I S T  Agents
World: ;Circle2017
level;runs;collectibles average;collectibles available;time average;time limit;score average
1;10;3;3;30,9;120;448
2;10;1,9;2;20;120;357
3;10;3;3;16,8;120;472
4;10;3;3;21,4;120;464
5;10;3;3;17,5;120;471
6;10;3;3;9,4;120;484
7;10;2;2;27,7;120;354
8;10;3;3;15;120;475
9;10;1;1;7,8;120;287
10;10;2,4;3;79,7;120;307
