-49.65494823,-49.21002499,-49.02628394,-49.16663062,-49.84430455,-49.85704829,-49.90925355,-49.28343204,-49.30121998,-49.06751209,-49.63060986,-49.44856394,-49.2591455,-49.93508297,-49.93668717,-49.37518759,-49.09989938,-49.55554666,-49.47496764,-49.99998
-49.97333499,-49.65656587,-49.04729431,-49.97474905,-49.11847829,-49.20081257,-49.50591111,-49.2779827,-49.46777336,-49.70604152,-49.40401419,-49.15238545,-49.06413817,-49.23027061,-49.90679197,-49.24272238,-49.58233144,-49.56085854,-49.33155629,-49.99998
-49.15538995,-49.2609632,-49.32922951,-49.53465032,-49.05569876,-49.89890841,-49.69645303,-49.76314326,-49.70284968,-49.43537627,-49.22136964,-49.99469153,-49.40542535,-49.62894209,-49.65971152,-49.34836641,-49.74162829,-49.49730604,-49.61353387,-49.99998
-49.81563757,-49.64580793,-49.11371378,-49.25079219,-49.58974942,-49.7089025,-49.16817298,-49.05082164,-49.35429921,-49.44131903,-49.03556312,-49.54794461,-49.50184321,-49.16887089,-49.52615808,-49.44619868,-49.17295817,-49.78832026,-49.54276088,-49.99998
-49.70438483,-49.24176012,-49.63557676,-49.86147928,-49.94511021,-49.03492727,-49.55152684,-49.96795953,-49.52437677,-49.03254471,-49.56572552,-49.50611065,-49.1460926,-49.13256701,-49.66454593,-49.88387442,-49.78539458,-49.28598686,-49.52126047,-49.99998
-49.49818069,-49.80810355,-49.38720263,-49.49657699,-49.56382364,-49.39957981,-49.68448805,-49.93509412,-49.6319454,-49.82532941,-49.27285456,-49.81084476,-49.99473038,-49.46676346,-49.96580725,-49.63847699,-49.27747008,-49.13165781,-49.49997539,-49.99998
-49.43907908,-49.10743879,-49.68270499,-49.19121975,-49.80470379,-49.05785656,-49.15239963,-49.06533884,-49.48217867,-49.67222048,-49.45929442,-49.4662899,-49.64494701,-49.50409881,-49.38787884,-49.33241939,-49.84715244,-49.97513771,-49.15061284,-49.99998
-49.19759354,-49.64592048,-49.78855662,-49.4757971,-49.34741106,-49.19365537,-49.85973191,-49.14633661,-49.83768337,-49.64804891,-49.11252547,-49.99501424,-49.68642547,-49.31394235,-49.81608607,-49.18793485,-49.13749073,-49.51692303,-49.92059688,-49.99998
-49.19314172,-49.31399168,-49.31670178,-49.73839434,-49.95258564,-49.36585536,-49.63979525,-49.14977604,-49.2005705,-49.07108813,-49.79478771,-49.38809019,-49.59273961,-49.54083403,-49.41385352,-49.78574378,-49.94601466,-49.33356615,-49.56779299,-49.99998
-49.35448761,-49.35424113,-49.12842684,-49.47186475,-49.06579338,-49.21510468,-49.4766542,-49.17712551,-49.7874061,-49.34693517,-49.14199423,-49.53290478,-49.18007576,-49.6364052,-49.71581997,-49.3275422,-49.26434636,-49.60060157,-49.21823526,-49.99998
-49.45012226,-49.81224659,-49.92563299,-49.72357313,-49.54504604,-49.34629702,-49.85266058,-49.14256061,-49.61914075,-49.43349446,-49.01340209,-49.99427089,-49.20140246,-49.80904444,-49.11315263,-49.98594564,-49.94054326,-49.93308561,-49.0421626,-49.99998
-49.47591224,-49.5896575,-49.01941312,-49.83797493,-49.31849834,-49.90335404,-49.83589673,-49.62705237,-49.68159124,-49.7298226,-49.76298275,-49.99220753,-49.1829926,-49.20819362,-49.36680091,-49.27859085,-49.25700759,-49.46226141,-49.40644894,-49.99998
-49.18726516,-49.74420692,-49.0682628,-49.65837135,-49.3236576,-49.46903041,-49.69636925,-49.31590542,-49.1414724,-49.56255149,-49.32983139,-49.32899887,-49.65975975,-49.10768078,-49.14099141,-49.79755394,-49.82825004,-49.86062611,-49.89591543,-49.99998
-49.07090713,-49.16704082,-49.17261196,-49.53422691,-49.13337761,-49.3425693,-49.90900863,-49.58856339,-49.06322957,-49.82539673,-49.47781451,-49.69524804,-49.86244868,-49.91743899,-49.29122545,-49.85685516,-49.24463289,-49.86083284,-49.8253235,-49.99998
-49.56478265,-49.29265163,-49.63666429,-49.96037791,-49.05127375,-49.98357778,-49.53198213,-49.55303816,-49.41092174,-49.32982606,-49.26006646,-49.40006102,-49.89838613,-49.26555136,-49.04493061,-49.90781802,-49.63631845,-49.85315556,-49.350829,-49.99998
-49.34312348,-49.25210035,-49.82645725,-49.07256694,-49.1245435,-49.53785986,-49.97814109,-49.46158775,-49.92911166,-49.60039038,-49.15161411,-49.50668217,-49.52439181,-49.34955683,-49.78219592,-49.72390453,-49.80435113,-49.65600002,-49.96673923,-49.99998
-48.49165544,-49.04364612,-48.03613867,-49.85894162,-47.83513538,-49.42062474,-48.21427559,-49.0620667,-48.45567109,-49.77873675,-47.96866636,-49.19355297,-48.41910386,-48.93381487,-48.20396211,-49.52681559,-48.01024021,-49.25748747,-47.60427386,-49.79819
-37.16125966,-42.16589865,-36.0135798,-42.47420081,-34.8386489,-40.84351884,-33.61017564,-40.57127306,-32.93144684,-40.81880383,-32.20832854,-40.19252512,-31.9327127,-40.09291972,-32.08444812,-40.22339585,-30.13548016,-39.25509535,-28.60017763,-38.64265
