Geometry Friends Agents
World: ;Rectangle2022.2
level;runs;collectibles average;collectibles available;time average;time limit;score average
1;10;2;2;6,3;120;1547
2;10;2;3;120;120;600
3;10;0;2;120;120;0
4;10;1,2;4;117,8;120;378
5;10;2;2;12;120;1500
6;10;1;5;120;120;300
7;10;0;1;60;60;0
8;10;2;2;6,5;120;1546
9;10;0;6;48;120;0
10;10;1;1;4,3;120;1232
