Geometry Friends Agents
World: ;World2
level;runs;collectibles average;collectibles available;time average;time limit;score average
7;10;0,6;1;13,4;20;126
Geometry Friends Agents
World: ;World2
level;runs;collectibles average;collectibles available;time average;time limit;score average
7;1000;0,3;1;12,4;15;65
Geometry Friends Agents
World: ;World2
level;runs;collectibles average;collectibles available;time average;time limit;score average

Geometry Friends Agents
World: ;World2
level;runs;collectibles average;collectibles available;time average;time limit;score average
7;3000;0,3;1;12,1;15;71
