Distance;Current_Velocity;Target_Velocity;Move;Value;Times
18;80;-160;ROLL_LEFT;92,2114140215723;1069
18;80;-160;ROLL_RIGHT;-19,237658968715;206
20;60;-160;ROLL_LEFT;80,4981920082514;1087
20;60;-160;ROLL_RIGHT;-29,2323414308653;205
21;80;-160;ROLL_LEFT;77,7382959735703;817
21;80;-160;ROLL_RIGHT;-34,5744416034597;151
22;80;-160;ROLL_LEFT;71,3185000385735;834
22;80;-160;ROLL_RIGHT;-39,6861123751898;126
23;80;-160;ROLL_LEFT;64,9003338026558;677
23;80;-160;ROLL_RIGHT;-47,4006579768893;113
24;60;-160;ROLL_LEFT;54,888507011093;829
24;60;-160;ROLL_RIGHT;-54,9249711386743;147
25;-100;-160;ROLL_LEFT;48,9580750837248;95
25;-100;-160;ROLL_RIGHT;52,0338521416476;316
22;-120;-160;ROLL_LEFT;50,4496324103497;83
22;-120;-160;ROLL_RIGHT;72,2194846032313;327
20;-140;-160;ROLL_LEFT;89,4887056625908;226
20;-140;-160;ROLL_RIGHT;78,2889077932081;71
18;-160;-160;ROLL_LEFT;88,4617311649396;44
18;-160;-160;ROLL_RIGHT;112,084057225604;167
17;-160;-160;ROLL_LEFT;84,8673654361248;31
17;-160;-160;ROLL_RIGHT;115,762964797093;153
14;-180;-160;ROLL_LEFT;134,195600600834;172
14;-180;-160;ROLL_RIGHT;115,787556519693;42
23;-200;160;ROLL_LEFT;110,39674507522;77
23;-200;160;ROLL_RIGHT;-25,9025487606702;17
19;-200;160;ROLL_LEFT;123,531709396935;127
19;-200;160;ROLL_RIGHT;-6,79817537151123;15
16;-200;160;ROLL_LEFT;122,147321678246;109
16;-200;160;ROLL_RIGHT;-9,98504977650333;19
14;-200;160;ROLL_LEFT;123,392981197075;143
14;-200;160;ROLL_RIGHT;-9,22923393752116;20
11;-200;160;ROLL_LEFT;116,088564566856;149
11;-200;160;ROLL_RIGHT;-3,71943722977366;23
9;-200;160;ROLL_LEFT;117,614384607568;174
9;-200;160;ROLL_RIGHT;0,134786841774024;36
6;-200;160;ROLL_LEFT;110,67134394064;185
6;-200;160;ROLL_RIGHT;104,825011612571;48
2;-160;160;ROLL_LEFT;123,883840642979;360
2;-160;160;ROLL_RIGHT;8,08463768816166;58
0;-140;160;ROLL_LEFT;120,480192552925;560
0;-140;160;ROLL_RIGHT;8,09219017087376;92
2;140;-160;ROLL_LEFT;104,238233693087;364
2;140;-160;ROLL_RIGHT;103,397418639039;326
4;160;-160;ROLL_LEFT;122,882190526449;643
4;160;-160;ROLL_RIGHT;10,0619707755847;91
6;160;-160;ROLL_LEFT;121,15522458315;809
6;160;-160;ROLL_RIGHT;8,94986594524066;149
8;160;-160;ROLL_LEFT;117,268266329808;979
8;160;-160;ROLL_RIGHT;7,15017676003321;165
10;180;-160;ROLL_LEFT;106,429491008334;667
10;180;-160;ROLL_RIGHT;-6,87993240358514;110
12;160;-160;ROLL_LEFT;103,969321361816;925
12;160;-160;ROLL_RIGHT;-7,99005276242566;159
14;160;-160;ROLL_LEFT;97,033857370678;575
14;160;-160;ROLL_RIGHT;-16,3764543439207;118
16;140;-160;ROLL_LEFT;93,8598522386046;749
16;140;-160;ROLL_RIGHT;-19,5956233947596;120
17;120;-160;ROLL_LEFT;94,3521030234895;833
17;120;-160;ROLL_RIGHT;-18,819924502801;173
19;120;-160;ROLL_LEFT;83,3072632436403;676
19;120;-160;ROLL_RIGHT;-28,1179650040419;115
20;120;-160;ROLL_LEFT;79,0494262090919;573
20;120;-160;ROLL_RIGHT;-37,0252700809584;84
22;120;-160;ROLL_LEFT;71,6544627795025;413
22;120;-160;ROLL_RIGHT;-41,1861456037702;73
24;140;-160;ROLL_LEFT;74,030213060795;168
24;140;-160;ROLL_RIGHT;-49,4404678835997;35
25;140;-160;ROLL_LEFT;78,3383290897006;123
25;140;-160;ROLL_RIGHT;-66,5984516135596;28
25;-140;-160;ROLL_LEFT;51,6033855530943;53
25;-140;-160;ROLL_RIGHT;70,1581924069315;152
24;-160;-160;ROLL_LEFT;48,4239742524364;30
24;-160;-160;ROLL_RIGHT;77,2954473557509;89
22;-180;-160;ROLL_LEFT;89,3120706020726;73
22;-180;-160;ROLL_RIGHT;10,8367134610879;15
19;-180;-160;ROLL_LEFT;72,5229599720815;24
19;-180;-160;ROLL_RIGHT;105,723358357731;127
16;-140;-160;ROLL_LEFT;103,867890758676;53
16;-140;-160;ROLL_RIGHT;112,050239647511;239
14;-120;-160;ROLL_LEFT;115,574108396477;88
14;-120;-160;ROLL_RIGHT;107,6723043083;279
13;-100;-160;ROLL_LEFT;92,8460910729613;563
13;-100;-160;ROLL_RIGHT;97,3931988112859;271
11;-100;-160;ROLL_LEFT;113,079847358359;680
11;-100;-160;ROLL_RIGHT;114,235762837208;456
10;-100;-160;ROLL_LEFT;122,452171644269;851
10;-100;-160;ROLL_RIGHT;123,316511883846;358
9;-100;-160;ROLL_LEFT;110,229666887787;557
9;-100;-160;ROLL_RIGHT;104,172080702552;597
6;-80;-160;ROLL_LEFT;82,0876878726443;833
6;-80;-160;ROLL_RIGHT;83,8894904007494;281
5;-100;-160;ROLL_LEFT;106,827200937097;466
5;-100;-160;ROLL_RIGHT;114,691375796231;565
3;-120;-160;ROLL_LEFT;136,408487227408;491
3;-120;-160;ROLL_RIGHT;148,429416920076;475
1;-140;-160;ROLL_LEFT;219,514742253662;261
1;-140;-160;ROLL_RIGHT;216,571466847662;535
0;120;160;ROLL_LEFT;140,169924233238;133
0;120;160;ROLL_RIGHT;150,788698110038;659
2;140;160;ROLL_LEFT;164,866623250065;568
2;140;160;ROLL_RIGHT;47,3517238107735;102
4;140;160;ROLL_LEFT;165,841794060982;487
4;140;160;ROLL_RIGHT;48,5548181805191;79
8;160;160;ROLL_LEFT;143,048186796425;246
8;160;160;ROLL_RIGHT;17,4579409388311;56
9;140;160;ROLL_LEFT;161,92307240041;333
9;140;160;ROLL_RIGHT;34,9020160511472;65
11;120;160;ROLL_LEFT;163,467399082775;326
11;120;160;ROLL_RIGHT;40,9112790532675;60
12;100;160;ROLL_LEFT;166,607661597118;365
12;100;160;ROLL_RIGHT;49,9822933908724;73
14;120;160;ROLL_LEFT;150,906309496847;267
14;120;160;ROLL_RIGHT;12,19239923884;42
15;100;160;ROLL_LEFT;156,170173534508;297
15;100;160;ROLL_RIGHT;38,8796897832332;56
16;100;160;ROLL_LEFT;153,11054339482;251
16;100;160;ROLL_RIGHT;31,4967545660495;41
17;80;160;ROLL_LEFT;160,673340162652;308
17;80;160;ROLL_RIGHT;34,9985979329625;48
19;60;160;ROLL_LEFT;159,350731443519;314
19;60;160;ROLL_RIGHT;36,3178260602501;44
20;80;160;ROLL_LEFT;142,863314724854;256
20;80;160;ROLL_RIGHT;8,89907515048706;41
22;80;160;ROLL_LEFT;118,263460137267;151
22;80;160;ROLL_RIGHT;-1,00481576612987;30
23;100;160;ROLL_LEFT;103,193065417324;104
23;100;160;ROLL_RIGHT;-21,898889793294;23
25;100;160;ROLL_LEFT;96,4418288384872;106
25;100;160;ROLL_RIGHT;-43,7232364200573;14
24;-140;160;ROLL_LEFT;77,0580211762279;49
24;-140;160;ROLL_RIGHT;-40,2611661188759;10
22;-140;160;ROLL_LEFT;106,016318194504;65
22;-140;160;ROLL_RIGHT;-29,9884806180948;13
20;-160;160;ROLL_LEFT;107,523084076522;52
20;-160;160;ROLL_RIGHT;-41,5771021557642;11
18;-160;160;ROLL_LEFT;119,569281157782;76
18;-160;160;ROLL_RIGHT;-11,0891450559378;17
16;-140;160;ROLL_LEFT;127,117646626272;124
16;-140;160;ROLL_RIGHT;-19,3106417172974;19
14;-120;160;ROLL_LEFT;134,347584370322;224
14;-120;160;ROLL_RIGHT;18,8829747382092;42
12;-120;160;ROLL_LEFT;134,752470400627;298
12;-120;160;ROLL_RIGHT;19,9655100237039;59
10;-140;160;ROLL_LEFT;128,092505184097;273
10;-140;160;ROLL_RIGHT;16,8343130810914;64
8;-120;160;ROLL_LEFT;130,590900552222;423
8;-120;160;ROLL_RIGHT;19,4984461785157;70
7;-140;160;ROLL_LEFT;128,156390662389;354
7;-140;160;ROLL_RIGHT;13,603839260716;65
5;-120;160;ROLL_LEFT;128,210504817867;480
5;-120;160;ROLL_RIGHT;14,6073090544114;78
3;-120;160;ROLL_LEFT;126,929973758676;527
3;-120;160;ROLL_RIGHT;14,8865343181873;106
2;-140;160;ROLL_LEFT;120,220766265162;524
2;-140;160;ROLL_RIGHT;9,40579607225379;106
3;140;-160;ROLL_LEFT;109,044610456135;551
3;140;-160;ROLL_RIGHT;108,536237872318;157
5;140;-160;ROLL_LEFT;122,818692530088;581
5;140;-160;ROLL_RIGHT;10,9761093614811;82
7;160;-160;ROLL_LEFT;119,738328147807;790
7;160;-160;ROLL_RIGHT;6,80133417765424;130
11;140;-160;ROLL_LEFT;112,859810895867;822
11;140;-160;ROLL_RIGHT;1,5912883368146;167
12;120;-160;ROLL_LEFT;112,607156392535;682
12;120;-160;ROLL_RIGHT;-0,0446463826340039;118
14;120;-160;ROLL_LEFT;107,02151464004;891
14;120;-160;ROLL_RIGHT;-5,17712755795348;175
15;120;-160;ROLL_LEFT;102,204207996889;943
15;120;-160;ROLL_RIGHT;-8,72187968403303;165
18;120;-160;ROLL_LEFT;88,2297170687377;750
18;120;-160;ROLL_RIGHT;-24,9035329514959;140
21;120;-160;ROLL_LEFT;73,6134658255701;517
21;120;-160;ROLL_RIGHT;-39,4629564032533;84
24;120;-160;ROLL_LEFT;72,3519866917442;318
24;120;-160;ROLL_RIGHT;-45,5246836732701;53
25;-160;-160;ROLL_LEFT;27,6670198879302;22
25;-160;-160;ROLL_RIGHT;66,594442334878;78
23;-160;-160;ROLL_LEFT;80,5114594626758;100
23;-160;-160;ROLL_RIGHT;61,6039236644808;44
21;-180;-160;ROLL_LEFT;75,7488861534996;40
21;-180;-160;ROLL_RIGHT;97,1541603055001;109
16;-180;-160;ROLL_LEFT;124,867049794866;203
16;-180;-160;ROLL_RIGHT;110,922898964719;45
12;-160;-160;ROLL_LEFT;146,881258382263;197
12;-160;-160;ROLL_RIGHT;140,045993216667;49
9;-140;-160;ROLL_LEFT;182,671888124381;88
9;-140;-160;ROLL_RIGHT;183,057877253886;377
5;-140;-160;ROLL_LEFT;249,206045506953;438
5;-140;-160;ROLL_RIGHT;198,951588473651;252
3;-140;-160;ROLL_LEFT;308,071198084865;409
3;-140;-160;ROLL_RIGHT;243,186631467553;374
1;180;160;ROLL_LEFT;115,840015657578;93
1;180;160;ROLL_RIGHT;96,764210033642;161
3;160;160;ROLL_LEFT;150,899678895568;245
3;160;160;ROLL_RIGHT;34,0158704716336;49
7;160;160;ROLL_LEFT;148,427901129241;309
7;160;160;ROLL_RIGHT;20,9386538791281;56
9;160;160;ROLL_LEFT;133,2096998852;253
9;160;160;ROLL_RIGHT;9,82598473965546;42
13;120;160;ROLL_LEFT;153,972444152788;281
13;120;160;ROLL_RIGHT;25,5893840421135;49
16;120;160;ROLL_LEFT;135,355170163634;214
16;120;160;ROLL_RIGHT;5,02261863157848;34
17;120;160;ROLL_LEFT;122,253133075378;177
17;120;160;ROLL_RIGHT;-3,19517304112684;34
19;100;160;ROLL_LEFT;128,495688921592;173
19;100;160;ROLL_RIGHT;-0,752803381278444;36
20;100;160;ROLL_LEFT;125,156829381729;138
20;100;160;ROLL_RIGHT;-19,7555719055677;25
21;120;160;ROLL_LEFT;98,6510237308705;104
21;120;160;ROLL_RIGHT;-33,7573798919952;23
24;100;160;ROLL_LEFT;96,279804547315;92
24;100;160;ROLL_RIGHT;-34,6738684027819;16
25;-80;160;ROLL_LEFT;118,377661134376;154
25;-80;160;ROLL_RIGHT;-21,7456441151539;15
24;-100;160;ROLL_LEFT;114,624829457807;124
24;-100;160;ROLL_RIGHT;-16,1332047042421;19
23;-120;160;ROLL_LEFT;112,851572933248;93
23;-120;160;ROLL_RIGHT;-25,390402131478;18
21;-120;160;ROLL_LEFT;121,256525650657;111
21;-120;160;ROLL_RIGHT;-27,4689098022481;19
12;-160;160;ROLL_LEFT;126,175040093424;131
12;-160;160;ROLL_RIGHT;-4,17322295155282;14
8;-160;160;ROLL_LEFT;121,949299440009;218
8;-160;160;ROLL_RIGHT;7,08968129483062;45
6;-180;160;ROLL_LEFT;115,378776750874;282
6;-180;160;ROLL_RIGHT;1,91944135342592;43
4;-180;160;ROLL_LEFT;101,398974678596;56
4;-180;160;ROLL_RIGHT;104,914288947688;302
1;-200;160;ROLL_LEFT;8,89654160178691;48
1;-200;160;ROLL_RIGHT;120,340343072552;297
1;200;-160;ROLL_LEFT;117,457604027774;277
1;200;-160;ROLL_RIGHT;2,2358611427563;33
3;200;-160;ROLL_LEFT;113,300371962109;178
3;200;-160;ROLL_RIGHT;-10,864204096;27
6;200;-160;ROLL_LEFT;106,096529798005;140
6;200;-160;ROLL_RIGHT;-12,6143898492044;31
8;200;-160;ROLL_LEFT;97,6711625974963;112
8;200;-160;ROLL_RIGHT;-19,1762069408032;24
11;200;-160;ROLL_LEFT;67,1662291392567;35
11;200;-160;ROLL_RIGHT;-32,3213213256749;7
13;180;-160;ROLL_LEFT;92,6552100621718;257
13;180;-160;ROLL_RIGHT;-26,4546013536656;40
16;180;-160;ROLL_LEFT;78,0582820591511;140
16;180;-160;ROLL_RIGHT;-40,1739507040761;18
18;180;-160;ROLL_LEFT;62,3087218809524;71
18;180;-160;ROLL_RIGHT;-48,0030607228893;12
20;180;-160;ROLL_LEFT;48,5504997440968;37
20;180;-160;ROLL_RIGHT;-32,7097038945151;6
22;180;-160;ROLL_LEFT;46,9188754770604;38
22;180;-160;ROLL_RIGHT;-30,7790513939389;6
24;180;-160;ROLL_LEFT;49,1811364568879;21
24;180;-160;ROLL_RIGHT;-11,2213157316378;2
25;-180;-160;ROLL_LEFT;56,2161409355814;47
25;-180;-160;ROLL_RIGHT;37,9315165137166;20
23;-180;-160;ROLL_LEFT;50,9930344532174;21
23;-180;-160;ROLL_RIGHT;79,9435394323207;76
20;-180;-160;ROLL_LEFT;99,9875308865834;116
20;-180;-160;ROLL_RIGHT;64,0625883772914;33
18;-200;-160;ROLL_LEFT;67,7074175284878;26
18;-200;-160;ROLL_RIGHT;108,15612937927;101
16;-200;-160;ROLL_LEFT;60,9011854993749;17
16;-200;-160;ROLL_RIGHT;113,182895317674;120
13;-200;-160;ROLL_LEFT;127,780115364734;106
13;-200;-160;ROLL_RIGHT;99,5411579567602;25
11;-200;-160;ROLL_LEFT;82,1046464036857;27
11;-200;-160;ROLL_RIGHT;141,163222201651;87
6;-200;-160;ROLL_LEFT;81,2014265178203;34
6;-200;-160;ROLL_RIGHT;43,4058387688178;10
3;-200;-160;ROLL_LEFT;41,8258468005468;11
3;-200;-160;ROLL_RIGHT;73,7394960391675;46
1;-180;-160;ROLL_LEFT;170,541640454063;80
1;-180;-160;ROLL_RIGHT;115,133762161411;212
3;180;160;ROLL_LEFT;129,34876574425;211
3;180;160;ROLL_RIGHT;12,3717307341674;42
6;180;160;ROLL_LEFT;125,579814045367;214
6;180;160;ROLL_RIGHT;-6,2007725383305;35
10;180;160;ROLL_LEFT;99,2107924499412;131
10;180;160;ROLL_RIGHT;-31,2874853336794;27
12;140;160;ROLL_LEFT;138,400051185651;252
12;140;160;ROLL_RIGHT;11,1905985454595;47
14;160;160;ROLL_LEFT;92,7911204419178;112
14;160;160;ROLL_RIGHT;-31,0386559823759;27
16;140;160;ROLL_LEFT;107,542374957779;148
16;140;160;ROLL_RIGHT;-25,8239387156253;23
18;160;160;ROLL_LEFT;68,2788403421503;46
18;160;160;ROLL_RIGHT;-38,6766241797145;14
20;140;160;ROLL_LEFT;77,1369197615206;86
20;140;160;ROLL_RIGHT;-45,7556420994806;18
21;140;160;ROLL_LEFT;76,6210048466098;79
21;140;160;ROLL_RIGHT;-19,2166110318121;4
23;140;160;ROLL_LEFT;54,4693940296482;44
23;140;160;ROLL_RIGHT;-34,0427004212101;6
25;160;160;ROLL_LEFT;34,3937955790271;13
25;160;160;ROLL_RIGHT;-12,8914081083682;2
24;-200;160;ROLL_LEFT;125,383187644412;106
24;-200;160;ROLL_RIGHT;-5,66557082174623;15
21;-200;160;ROLL_LEFT;117,259032240406;96
21;-200;160;ROLL_RIGHT;-5,40567843516936;14
12;-200;160;ROLL_LEFT;119,928429831596;148
12;-200;160;ROLL_RIGHT;-3,9025195897352;22
7;-200;160;ROLL_LEFT;94,45762878146;28
7;-200;160;ROLL_RIGHT;113,142552693536;198
4;-200;160;ROLL_LEFT;11,48774905948;47
4;-200;160;ROLL_RIGHT;125,626702260384;227
2;-200;160;ROLL_LEFT;9,7475804583886;49
2;-200;160;ROLL_RIGHT;125,817835932376;277
11;180;-160;ROLL_LEFT;101,552816761837;347
11;180;-160;ROLL_RIGHT;-17,4313635685456;54
15;180;-160;ROLL_LEFT;80,5660701707436;173
15;180;-160;ROLL_RIGHT;-40,889335943672;31
19;180;-160;ROLL_LEFT;61,8267911709585;69
19;180;-160;ROLL_RIGHT;-37,872195996577;8
24;160;-160;ROLL_LEFT;66,0011302088688;72
24;160;-160;ROLL_RIGHT;-37,5416917624337;6
24;-180;-160;ROLL_LEFT;4,56110081136281;9
24;-180;-160;ROLL_RIGHT;66,2390255097087;41
17;-180;-160;ROLL_LEFT;94,5112847874644;46
17;-180;-160;ROLL_RIGHT;120,143261173382;173
15;-180;-160;ROLL_LEFT;117,86617263846;50
15;-180;-160;ROLL_RIGHT;134,892287414154;221
4;200;160;ROLL_LEFT;79,8655254665886;53
4;200;160;ROLL_RIGHT;-24,378060370975;9
10;160;160;ROLL_LEFT;112,563190680865;193
10;160;160;ROLL_RIGHT;-9,02918023859762;36
18;100;160;ROLL_LEFT;142,710122811224;237
18;100;160;ROLL_RIGHT;15,3600971390102;41
19;120;160;ROLL_LEFT;103,127345213693;105
19;120;160;ROLL_RIGHT;-29,9881631247342;21
20;120;160;ROLL_LEFT;100,144725515007;110
20;120;160;ROLL_RIGHT;-31,4345939397544;22
22;120;160;ROLL_LEFT;92,6907104474679;85
22;120;160;ROLL_RIGHT;-27,5694721074554;13
24;120;160;ROLL_LEFT;74,1114662077903;54
24;120;160;ROLL_RIGHT;-37,6220041546982;9
25;120;160;ROLL_LEFT;71,2419883305834;48
25;120;160;ROLL_RIGHT;-39,7981797031202;10
25;-120;160;ROLL_LEFT;81,6238019195324;62
25;-120;160;ROLL_RIGHT;-28,3634031970458;12
23;-140;160;ROLL_LEFT;94,0873998979123;58
23;-140;160;ROLL_RIGHT;-34,8779229273774;11
21;-140;160;ROLL_LEFT;116,075055945215;94
21;-140;160;ROLL_RIGHT;-25,9161773432583;11
19;-160;160;ROLL_LEFT;109,840888073608;55
19;-160;160;ROLL_RIGHT;-8,26546534789892;9
17;-160;160;ROLL_LEFT;124,821243458298;109
17;-160;160;ROLL_RIGHT;-8,52645760916307;12
15;-180;160;ROLL_LEFT;121,933064644168;110
15;-180;160;ROLL_RIGHT;-2,62342142273091;18
13;-180;160;ROLL_LEFT;120,446184575175;137
13;-180;160;ROLL_RIGHT;-8,65112454002357;22
11;-180;160;ROLL_LEFT;122,593402754617;142
11;-180;160;ROLL_RIGHT;-0,303428029811556;21
9;-180;160;ROLL_LEFT;123,779040397831;178
9;-180;160;ROLL_RIGHT;6,32886275323429;39
10;140;-160;ROLL_LEFT;114,294956934682;851
10;140;-160;ROLL_RIGHT;4,66278634930075;159
13;120;-160;ROLL_LEFT;109,036873979957;785
13;120;-160;ROLL_RIGHT;-2,87488542723244;148
16;120;-160;ROLL_LEFT;99,115549459903;931
16;120;-160;ROLL_RIGHT;-13,0069372608565;162
20;100;-160;ROLL_LEFT;81,3279800673818;748
20;100;-160;ROLL_RIGHT;-29,9130939621147;136
22;60;-160;ROLL_LEFT;73,0472730433438;982
22;60;-160;ROLL_RIGHT;-37,7709233723032;182
23;60;-160;ROLL_LEFT;66,8173086009361;946
23;60;-160;ROLL_RIGHT;-47,4214418492782;162
23;40;-160;ROLL_LEFT;61,4053140714437;1113
23;40;-160;ROLL_RIGHT;-47,6825699966726;167
24;20;-160;ROLL_LEFT;50,7615186726115;1163
24;20;-160;ROLL_RIGHT;-60,3442370429419;220
24;0;-160;ROLL_LEFT;42,1558002450951;1459
24;0;-160;ROLL_RIGHT;-71,9326398352663;260
24;-20;-160;ROLL_LEFT;16,5823498950222;724
24;-20;-160;ROLL_RIGHT;21,5194232933759;935
23;-40;-160;ROLL_LEFT;22,6909339682742;835
23;-40;-160;ROLL_RIGHT;18,7228674414737;868
22;-60;-160;ROLL_LEFT;28,2925273334329;480
22;-60;-160;ROLL_RIGHT;25,2739278177353;499
21;-60;-160;ROLL_LEFT;28,0155131103295;209
21;-60;-160;ROLL_RIGHT;30,533054353232;883
19;-60;-160;ROLL_LEFT;38,3020717649693;505
19;-60;-160;ROLL_RIGHT;36,4422378888874;1074
19;-80;-160;ROLL_LEFT;52,7167452995311;239
19;-80;-160;ROLL_RIGHT;48,4154513532244;569
18;-80;-160;ROLL_LEFT;50,7243609135274;527
18;-80;-160;ROLL_RIGHT;57,1487276563032;399
17;-80;-160;ROLL_LEFT;59,611832184336;647
17;-80;-160;ROLL_RIGHT;67,7975212907587;279
16;-80;-160;ROLL_LEFT;60,1701820808263;675
16;-80;-160;ROLL_RIGHT;60,1449186831824;381
15;-100;-160;ROLL_LEFT;88,6972081175713;334
15;-100;-160;ROLL_RIGHT;85,7831751678912;168
12;-120;-160;ROLL_LEFT;115,012477671088;283
12;-120;-160;ROLL_RIGHT;123,654446909523;206
5;-160;-160;ROLL_LEFT;248,054569507125;86
5;-160;-160;ROLL_RIGHT;242,179224902458;263
1;160;160;ROLL_LEFT;500;1
1;160;160;ROLL_RIGHT;500;1
13;-20;-160;ROLL_LEFT;35,6847391093637;653
13;-20;-160;ROLL_RIGHT;36,8951654910855;1271
13;-40;-160;ROLL_LEFT;44,7869279353771;1202
13;-40;-160;ROLL_RIGHT;37,6546799151133;1260
12;-60;-160;ROLL_LEFT;59,8496112971588;1132
12;-60;-160;ROLL_RIGHT;51,36178842614;1071
11;-60;-160;ROLL_LEFT;55,8042033729774;1047
11;-60;-160;ROLL_RIGHT;58,7634638550864;858
10;-80;-160;ROLL_LEFT;87,6430156664925;1097
10;-80;-160;ROLL_RIGHT;72,8307569792964;410
8;-80;-160;ROLL_LEFT;81,3245265433248;724
8;-80;-160;ROLL_RIGHT;83,5884975836645;535
6;-60;-160;ROLL_LEFT;75,1338904520581;678
6;-60;-160;ROLL_RIGHT;70,3333442534437;261
4;-100;-160;ROLL_LEFT;118,297896039251;515
4;-100;-160;ROLL_RIGHT;112,366480854147;502
2;-80;-160;ROLL_LEFT;125,980746279795;733
2;-80;-160;ROLL_RIGHT;118,140002421741;139
1;-80;-160;ROLL_LEFT;131,784985099129;436
1;-80;-160;ROLL_RIGHT;135,329179409169;365
0;100;160;ROLL_LEFT;144,337210933541;522
0;100;160;ROLL_RIGHT;147,272723968846;332
