Geometry Friends Agents
World: ;Rectangle2016
level;runs;collectibles average;collectibles available;time average;time limit;score average
1;10;1;2;40;40;100
2;10;4;4;27,8;65;972
3;10;0;2;35;35;0
4;10;3;3;8,1;30;1030
5;10;2;3;40;40;200
6;10;0;3;90;90;0
7;10;4;4;24,6;90;1127
8;10;3;4;90;90;300
9;10;2;2;9,8;90;1091
10;10;5;5;20,6;90;1271
