Distance;Current_Velocity;Target_Velocity;Move;Value
25;-200;20;ROLL_LEFT;4,19269073950342
25;-200;20;ROLL_RIGHT;3,27435093948954
25;-200;20;NO_ACTION;5,867139390188
7;-200;20;ROLL_LEFT;59,0638334772703
7;-200;20;ROLL_RIGHT;51,2804614856937
7;-200;20;NO_ACTION;54,1957518029753
5;-200;20;ROLL_LEFT;49,7955196585795
5;-200;20;ROLL_RIGHT;57,9261822244452
5;-200;20;NO_ACTION;63,5488003120125
2;-200;20;ROLL_LEFT;69,5838883385969
2;-200;20;ROLL_RIGHT;72,3767496138241
2;-200;20;NO_ACTION;74,0617518327361
0;180;-20;ROLL_LEFT;86,0371369627896
0;180;-20;ROLL_RIGHT;82,1569056553269
0;180;-20;NO_ACTION;80,6722388965231
3;180;-20;ROLL_LEFT;106,091356992078
3;180;-20;ROLL_RIGHT;68,7690719283519
3;180;-20;NO_ACTION;80,7016753765525
5;180;-20;ROLL_LEFT;105,118975898
5;180;-20;ROLL_RIGHT;67,0241556016288
5;180;-20;NO_ACTION;78,7694798430027
7;180;-20;ROLL_LEFT;99,134573165248
7;180;-20;ROLL_RIGHT;59,6093357101853
7;180;-20;NO_ACTION;72,7048930195117
9;160;-20;ROLL_LEFT;101,271575117681
9;160;-20;ROLL_RIGHT;61,9837985822738
9;160;-20;NO_ACTION;66,6250616065696
11;160;-20;ROLL_LEFT;91,7952509227942
11;160;-20;ROLL_RIGHT;51,1880404254748
11;160;-20;NO_ACTION;65,0348391014773
15;160;-20;ROLL_LEFT;60,4702048422517
15;160;-20;ROLL_RIGHT;26,3702341636508
15;160;-20;NO_ACTION;38,8439604168757
19;120;-20;ROLL_LEFT;58,8633173208109
19;120;-20;ROLL_RIGHT;21,3693965671043
19;120;-20;NO_ACTION;28,330687852747
20;120;-20;ROLL_LEFT;46,7823102339613
20;120;-20;ROLL_RIGHT;12,0068046425752
20;120;-20;NO_ACTION;19,7257381877897
21;100;-20;ROLL_LEFT;46,3634239129191
21;100;-20;ROLL_RIGHT;13,2890644682993
21;100;-20;NO_ACTION;20,8049445289872
23;100;-20;ROLL_LEFT;26,032003264887
23;100;-20;ROLL_RIGHT;-8,19631481321233
23;100;-20;NO_ACTION;-0,14620828584508
24;-120;-20;ROLL_LEFT;-18,5604203555431
24;-120;-20;ROLL_RIGHT;19,4090698550285
24;-120;-20;NO_ACTION;-2,09467186345319
23;-140;-20;ROLL_LEFT;-10,2631664233758
23;-140;-20;ROLL_RIGHT;-2,99530161638884
23;-140;-20;NO_ACTION;25,8706911600899
21;-160;-20;ROLL_LEFT;-6,66584053087161
21;-160;-20;ROLL_RIGHT;5,09522547685131
21;-160;-20;NO_ACTION;33,6608113427467
19;-160;-20;ROLL_LEFT;6,48614702575344
19;-160;-20;ROLL_RIGHT;48,6917308659418
19;-160;-20;NO_ACTION;13,9182230601157
17;-140;-20;ROLL_LEFT;33,3199820011137
17;-140;-20;ROLL_RIGHT;75,5120872322129
17;-140;-20;NO_ACTION;38,2791188617236
15;-140;-20;ROLL_LEFT;23,466973122091
15;-140;-20;ROLL_RIGHT;89,210159221641
15;-140;-20;NO_ACTION;52,4792696772768
13;-120;-20;ROLL_LEFT;75,4737640154669
13;-120;-20;ROLL_RIGHT;70,6173861029283
13;-120;-20;NO_ACTION;120,75346203662
10;-120;-20;ROLL_LEFT;84,1001289941027
10;-120;-20;ROLL_RIGHT;154,906162359076
10;-120;-20;NO_ACTION;89,3070332185262
9;-120;-20;ROLL_LEFT;96,9387658037014
9;-120;-20;ROLL_RIGHT;157,158135135064
9;-120;-20;NO_ACTION;104,130070228596
7;-140;-20;ROLL_LEFT;33,4145930087889
7;-140;-20;ROLL_RIGHT;92,8817634848568
7;-140;-20;NO_ACTION;61,0694090337555
4;-140;-20;ROLL_LEFT;46,8742600235502
4;-140;-20;ROLL_RIGHT;49,4447044569047
4;-140;-20;NO_ACTION;75,7569041029988
2;-140;-20;ROLL_LEFT;54,8457582985947
2;-140;-20;ROLL_RIGHT;82,759418352853
2;-140;-20;NO_ACTION;53,3563113002726
1;140;20;ROLL_LEFT;72,1062593064505
1;140;20;ROLL_RIGHT;79,8159780453379
1;140;20;NO_ACTION;98,1552720614684
3;140;20;ROLL_LEFT;108,526436391727
3;140;20;ROLL_RIGHT;60,9186856213352
3;140;20;NO_ACTION;61,0943314326917
5;160;20;ROLL_LEFT;86,4133878313969
5;160;20;ROLL_RIGHT;33,9080405073528
5;160;20;NO_ACTION;44,7082596838333
7;160;20;ROLL_LEFT;84,2074202371787
7;160;20;ROLL_RIGHT;36,0804191819415
7;160;20;NO_ACTION;46,1617142705434
9;140;20;ROLL_LEFT;94,8478052229099
9;140;20;ROLL_RIGHT;40,8702814683375
9;140;20;NO_ACTION;35,0060927129132
11;140;20;ROLL_LEFT;84,4283932348678
11;140;20;ROLL_RIGHT;27,0914762319267
11;140;20;NO_ACTION;37,0968835838032
14;140;20;ROLL_LEFT;64,8345725513341
14;140;20;ROLL_RIGHT;5,92744380557851
14;140;20;NO_ACTION;13,3800169870733
16;160;20;ROLL_LEFT;32,7798863042915
16;160;20;ROLL_RIGHT;-4,26394475081899
16;160;20;NO_ACTION;0,0385435220304451
18;160;20;ROLL_LEFT;16,4971182853026
18;160;20;ROLL_RIGHT;-2,00000002980232
18;160;20;NO_ACTION;-0,995837741229879
20;160;20;ROLL_LEFT;15,3773663730065
20;160;20;ROLL_RIGHT;-3,6740038273855
20;160;20;NO_ACTION;-0,872496927553892
22;160;20;ROLL_LEFT;13,0607285564203
22;160;20;ROLL_RIGHT;-3,74200046515513
22;160;20;NO_ACTION;-0,905000013262033
24;160;20;ROLL_LEFT;7,34287948337168
24;160;20;ROLL_RIGHT;0
24;160;20;NO_ACTION;0
22;-200;20;ROLL_LEFT;10,5179774395809
22;-200;20;ROLL_RIGHT;10,1389487542544
22;-200;20;NO_ACTION;11,9755670902336
19;-200;20;ROLL_LEFT;17,2500101665162
19;-200;20;ROLL_RIGHT;17,7534780795814
19;-200;20;NO_ACTION;16,1042023367467
17;-200;20;ROLL_LEFT;23,2215637320445
17;-200;20;ROLL_RIGHT;25,1597604192505
17;-200;20;NO_ACTION;23,1240894702786
14;-180;20;ROLL_LEFT;32,5617953150236
14;-180;20;ROLL_RIGHT;25,2603487207966
14;-180;20;NO_ACTION;26,5994264965451
12;-180;20;ROLL_LEFT;34,5180910730856
12;-180;20;ROLL_RIGHT;33,5854687622926
12;-180;20;NO_ACTION;39,1611458674074
8;-180;20;ROLL_LEFT;50,8994016943056
8;-180;20;ROLL_RIGHT;54,4533456550002
8;-180;20;NO_ACTION;48,7881268350189
5;-180;20;ROLL_LEFT;64,4916238243755
5;-180;20;ROLL_RIGHT;63,6539120600283
5;-180;20;NO_ACTION;66,3375738979669
3;-180;20;ROLL_LEFT;69,863018031973
3;-180;20;ROLL_RIGHT;76,242151077003
3;-180;20;NO_ACTION;69,7746635641857
1;-180;20;ROLL_LEFT;84,5124490441423
1;-180;20;ROLL_RIGHT;78,9090864612225
1;-180;20;NO_ACTION;76,3119360895783
3;160;-20;ROLL_LEFT;113,870645816614
3;160;-20;ROLL_RIGHT;80,6249589341372
3;160;-20;NO_ACTION;80,5363254926896
5;160;-20;ROLL_LEFT;113,992566414587
5;160;-20;ROLL_RIGHT;70,4269156194371
5;160;-20;NO_ACTION;75,4270721542443
9;180;-20;ROLL_LEFT;82,7206532051977
9;180;-20;ROLL_RIGHT;52,2526700557353
9;180;-20;NO_ACTION;64,1999290027724
12;180;-20;ROLL_LEFT;64,9681024303753
12;180;-20;ROLL_RIGHT;32,8140384705965
12;180;-20;NO_ACTION;44,3446577553185
14;160;-20;ROLL_LEFT;69,1144684829533
14;160;-20;ROLL_RIGHT;36,6568562563923
14;160;-20;NO_ACTION;47,4933832874114
16;160;-20;ROLL_LEFT;55,3517046188169
16;160;-20;ROLL_RIGHT;14,6359760821647
16;160;-20;NO_ACTION;28,3825593427079
18;180;-20;ROLL_LEFT;30,6279768256571
18;180;-20;ROLL_RIGHT;-0,790238378299994
18;180;-20;NO_ACTION;7,26514620683993
20;160;-20;ROLL_LEFT;29,9177790055071
20;160;-20;ROLL_RIGHT;-3,22259972366867
20;160;-20;NO_ACTION;3,28753968497932
22;180;-20;ROLL_LEFT;7,85228679142151
22;180;-20;ROLL_RIGHT;-11,8639608933859
22;180;-20;NO_ACTION;-3,21884793540559
23;-180;-20;ROLL_LEFT;-20,9695072477837
23;-180;-20;ROLL_RIGHT;-3,85572830475736
23;-180;-20;NO_ACTION;-13,5675747930961
21;-180;-20;ROLL_LEFT;-13,9200058715655
21;-180;-20;ROLL_RIGHT;15,7742642573438
21;-180;-20;NO_ACTION;-8,80053779210551
19;-200;-20;ROLL_LEFT;-13,374231336483
19;-200;-20;ROLL_RIGHT;0,836804766359467
19;-200;-20;NO_ACTION;15,146535319803
16;-200;-20;ROLL_LEFT;-10,9266761984696
16;-200;-20;ROLL_RIGHT;4,00616748221682
16;-200;-20;NO_ACTION;10,9789207977227
14;-180;-20;ROLL_LEFT;10,4455275184986
14;-180;-20;ROLL_RIGHT;43,0816657459702
14;-180;-20;NO_ACTION;23,5517324300794
12;-180;-20;ROLL_LEFT;9,91397410187882
12;-180;-20;ROLL_RIGHT;39,4172650399663
12;-180;-20;NO_ACTION;23,9088296105452
8;-180;-20;ROLL_LEFT;16,3813192430276
8;-180;-20;ROLL_RIGHT;43,3560172614376
8;-180;-20;NO_ACTION;32,0420418455896
5;-180;-20;ROLL_LEFT;11,8468796311345
5;-180;-20;ROLL_RIGHT;28,7422550645194
5;-180;-20;NO_ACTION;47,492037782672
3;-180;-20;ROLL_LEFT;11,8026441013133
3;-180;-20;ROLL_RIGHT;16,0327357881035
3;-180;-20;NO_ACTION;49,6698804284694
1;160;20;ROLL_LEFT;51,5319839668503
1;160;20;ROLL_RIGHT;78,6659148137352
1;160;20;NO_ACTION;55,0340805268114
3;160;20;ROLL_LEFT;86,4420576495227
3;160;20;ROLL_RIGHT;32,9935789859197
3;160;20;NO_ACTION;59,5707753412732
9;160;20;ROLL_LEFT;82,1849848105631
9;160;20;ROLL_RIGHT;29,8283033908128
9;160;20;NO_ACTION;38,7665026655131
13;140;20;ROLL_LEFT;76,3464623661059
13;140;20;ROLL_RIGHT;19,8617356208534
13;140;20;NO_ACTION;28,1404130215501
17;160;20;ROLL_LEFT;25,2802784060584
17;160;20;ROLL_RIGHT;-5,03523967265897
17;160;20;NO_ACTION;0,259388123877991
21;180;20;ROLL_LEFT;15,1194976258448
21;180;20;ROLL_RIGHT;-3,86559675912504
21;180;20;NO_ACTION;-2,52401211157821
23;160;20;ROLL_LEFT;10,4848801839986
23;160;20;ROLL_RIGHT;-3,17992441746781
23;160;20;NO_ACTION;-1,92231903756009
25;160;20;ROLL_LEFT;9,33397822251479
25;160;20;ROLL_RIGHT;-5,7771471903012
25;160;20;NO_ACTION;-5,2937695992528
24;-200;20;ROLL_LEFT;5,59959851275856
24;-200;20;ROLL_RIGHT;5,20999577611049
24;-200;20;NO_ACTION;7,40603805146283
20;-200;20;ROLL_LEFT;17,9485181086267
20;-200;20;ROLL_RIGHT;14,0528213061828
20;-200;20;NO_ACTION;15,158526407359
17;-180;20;ROLL_LEFT;14,741484005496
17;-180;20;ROLL_RIGHT;19,9019658856996
17;-180;20;NO_ACTION;17,0485178563058
15;-180;20;ROLL_LEFT;24,638558266423
15;-180;20;ROLL_RIGHT;22,7378988890015
15;-180;20;NO_ACTION;24,8965292350917
13;-180;20;ROLL_LEFT;28,7861874252905
13;-180;20;ROLL_RIGHT;35,4928786276925
13;-180;20;NO_ACTION;30,3110588216468
6;-180;20;ROLL_LEFT;59,0033092437107
6;-180;20;ROLL_RIGHT;60,4097331330935
6;-180;20;NO_ACTION;57,8103400265558
3;-160;20;ROLL_LEFT;75,7255057213517
3;-160;20;ROLL_RIGHT;58,3230403429224
3;-160;20;NO_ACTION;62,2405312456901
1;180;-20;ROLL_LEFT;87,606107037963
1;180;-20;ROLL_RIGHT;88,4078719342047
1;180;-20;NO_ACTION;92,0263313885243
7;160;-20;ROLL_LEFT;110,486534244804
7;160;-20;ROLL_RIGHT;69,7098451095412
7;160;-20;NO_ACTION;83,1978578606059
9;140;-20;ROLL_LEFT;111,350938997733
9;140;-20;ROLL_RIGHT;66,3248967293109
9;140;-20;NO_ACTION;75,8753158145939
10;160;-20;ROLL_LEFT;94,4477483519564
10;160;-20;ROLL_RIGHT;62,08371951832
10;160;-20;NO_ACTION;69,5003430464429
12;140;-20;ROLL_LEFT;93,7871592038098
12;140;-20;ROLL_RIGHT;57,9114272503333
12;140;-20;NO_ACTION;71,5370219209242
14;140;-20;ROLL_LEFT;79,3043971379879
14;140;-20;ROLL_RIGHT;50,7564432999633
14;140;-20;NO_ACTION;61,7702669130027
18;140;-20;ROLL_LEFT;48,9137605239528
18;140;-20;ROLL_RIGHT;15,6708426035355
18;140;-20;NO_ACTION;26,8520404180036
21;140;-20;ROLL_LEFT;33,7578185668216
21;140;-20;ROLL_RIGHT;-8,65368408082555
21;140;-20;NO_ACTION;5,90727225740412
23;140;-20;ROLL_LEFT;28,0693118270831
23;140;-20;ROLL_RIGHT;-14,7652729728956
23;140;-20;NO_ACTION;-6,98130985192046
24;140;-20;ROLL_LEFT;18,3720569589158
24;140;-20;ROLL_RIGHT;-17,1437350972075
24;140;-20;NO_ACTION;-3,11223929145403
25;-120;-20;ROLL_LEFT;-18,5687028485951
25;-120;-20;ROLL_RIGHT;-10,0206210181599
25;-120;-20;NO_ACTION;11,2877767051472
24;-140;-20;ROLL_LEFT;-21,435138306418
24;-140;-20;ROLL_RIGHT;13,6831375641637
24;-140;-20;NO_ACTION;-6,91947411633455
22;-160;-20;ROLL_LEFT;-9,03390259402042
22;-160;-20;ROLL_RIGHT;19,4870312881338
22;-160;-20;NO_ACTION;7,54071862341555
20;-160;-20;ROLL_LEFT;5,26610855744276
20;-160;-20;ROLL_RIGHT;9,81182539653998
20;-160;-20;NO_ACTION;36,9111124442911
18;-160;-20;ROLL_LEFT;15,3493071220977
18;-160;-20;ROLL_RIGHT;9,54730614020563
18;-160;-20;NO_ACTION;51,802238328375
16;-160;-20;ROLL_LEFT;15,2400003990112
16;-160;-20;ROLL_RIGHT;57,3489199668675
16;-160;-20;NO_ACTION;29,3602967796339
14;-160;-20;ROLL_LEFT;22,9183065783553
14;-160;-20;ROLL_RIGHT;33,8355362579392
14;-160;-20;NO_ACTION;71,8023970322883
12;-140;-20;ROLL_LEFT;40,2820870567242
12;-140;-20;ROLL_RIGHT;76,6656963157711
12;-140;-20;NO_ACTION;102,4625755074
11;-140;-20;ROLL_LEFT;54,4242059679933
11;-140;-20;ROLL_RIGHT;81,435047345718
11;-140;-20;NO_ACTION;118,036829534691
6;-140;-20;ROLL_LEFT;59,195120025968
6;-140;-20;ROLL_RIGHT;69,0477050551905
6;-140;-20;NO_ACTION;88,1416151525219
3;-140;-20;ROLL_LEFT;41,574288994942
3;-140;-20;ROLL_RIGHT;56,7126469710363
3;-140;-20;NO_ACTION;76,1147576976779
1;-140;-20;ROLL_LEFT;57,1048552981137
1;-140;-20;ROLL_RIGHT;66,2797979651923
1;-140;-20;NO_ACTION;86,5956637637727
5;180;20;ROLL_LEFT;66,6697941097494
5;180;20;ROLL_RIGHT;12,8371160502196
5;180;20;NO_ACTION;15,9922642338026
13;160;20;ROLL_LEFT;47,804919103669
13;160;20;ROLL_RIGHT;5,56833638133655
13;160;20;NO_ACTION;1,78121027668544
15;160;20;ROLL_LEFT;36,9633683525992
15;160;20;ROLL_RIGHT;1,28807283695812
15;160;20;NO_ACTION;6,88572924943849
19;160;20;ROLL_LEFT;20,5177233818673
19;160;20;ROLL_RIGHT;-0,551705234215035
19;160;20;NO_ACTION;-1,9350124159196
21;160;20;ROLL_LEFT;16,6037456868026
21;160;20;ROLL_RIGHT;-2,81037647065481
21;160;20;NO_ACTION;-0,236586051734545
24;-180;20;ROLL_LEFT;-0,266502516166032
24;-180;20;ROLL_RIGHT;-8,82996168718407
24;-180;20;NO_ACTION;-7,33141775717373
22;-180;20;ROLL_LEFT;-3,66327881404082
22;-180;20;ROLL_RIGHT;-4,85241998606975
22;-180;20;NO_ACTION;4,18981017867812
10;-180;20;ROLL_LEFT;45,3907358222828
10;-180;20;ROLL_RIGHT;42,8881874480873
10;-180;20;NO_ACTION;41,5499637917663
8;-160;20;ROLL_LEFT;48,3630325305544
8;-160;20;ROLL_RIGHT;39,8833676148004
8;-160;20;NO_ACTION;39,5287312389982
6;-160;20;ROLL_LEFT;59,8573468141975
6;-160;20;ROLL_RIGHT;48,2469173073928
6;-160;20;NO_ACTION;51,8487421242703
4;-140;20;ROLL_LEFT;56,3130536591817
4;-140;20;ROLL_RIGHT;27,3746986789576
4;-140;20;NO_ACTION;35,7026502464758
1;-120;20;ROLL_LEFT;67,225686429725
1;-120;20;ROLL_RIGHT;29,9201201914997
1;-120;20;NO_ACTION;40,5416882163024
1;100;-20;ROLL_LEFT;111,250536017471
1;100;-20;ROLL_RIGHT;80,7623297939755
1;100;-20;NO_ACTION;93,1482068048199
2;100;-20;ROLL_LEFT;106,472181105974
2;100;-20;ROLL_RIGHT;99,8130563533427
2;100;-20;NO_ACTION;121,928645062642
3;120;-20;ROLL_LEFT;121,709910026072
3;120;-20;ROLL_RIGHT;45,2889976888058
3;120;-20;NO_ACTION;54,0111379861622
5;140;-20;ROLL_LEFT;118,101783420531
5;140;-20;ROLL_RIGHT;31,054758354891
5;140;-20;NO_ACTION;71,1466401804111
7;140;-20;ROLL_LEFT;115,642234122104
7;140;-20;ROLL_RIGHT;64,7246969837067
7;140;-20;NO_ACTION;63,7373473829797
8;140;-20;ROLL_LEFT;114,24487488282
8;140;-20;ROLL_RIGHT;46,5534373381168
8;140;-20;NO_ACTION;56,9354464767227
12;160;-20;ROLL_LEFT;79,7822723344445
12;160;-20;ROLL_RIGHT;49,212462344758
12;160;-20;NO_ACTION;59,5803783476908
18;160;-20;ROLL_LEFT;38,1008145803509
18;160;-20;ROLL_RIGHT;4,80742212163733
18;160;-20;NO_ACTION;17,1621431872606
24;160;-20;ROLL_LEFT;5,76365712578903
24;160;-20;ROLL_RIGHT;-21,5139989196497
24;160;-20;NO_ACTION;-8,6872484983792
20;-180;-20;ROLL_LEFT;-9,33337108431255
20;-180;-20;ROLL_RIGHT;15,642373602762
20;-180;-20;NO_ACTION;-1,65819753193722
13;-200;-20;ROLL_LEFT;-13,3713256833976
13;-200;-20;ROLL_RIGHT;25,5466138241532
13;-200;-20;NO_ACTION;-2,31747604045832
11;-200;-20;ROLL_LEFT;-7,61572373972944
11;-200;-20;ROLL_RIGHT;0,0482504906725072
11;-200;-20;NO_ACTION;16,9049819440902
8;-200;-20;ROLL_LEFT;-1,26314390002221
8;-200;-20;ROLL_RIGHT;21,771209255699
8;-200;-20;NO_ACTION;1,18697347627744
6;-200;-20;ROLL_LEFT;-0,156764961361537
6;-200;-20;ROLL_RIGHT;24,2709810556644
6;-200;-20;NO_ACTION;0,884191738345418
4;-200;-20;ROLL_LEFT;2,82391698941561
4;-200;-20;ROLL_RIGHT;5,18439427064224
