Distance_x;Distance_y;Current_velocity_x;Height;Hole_width;Action;Value
-5;6;0;6;15;MOVE_RIGHT;-1,21132107104901
-5;6;0;6;15;MORPH_UP;-1,45152028376251
-5;6;0;6;15;MORPH_DOWN;-1,36664848199723
-5;6;0;6;15;NO_ACTION;-1,11295428253173
-5;13;0;12;15;MOVE_LEFT;-4,71658729022366
-5;13;0;12;15;MOVE_RIGHT;-4,71644243562512
-5;13;0;12;15;MORPH_UP;-4,96491201684214
-5;13;0;12;15;MORPH_DOWN;-4,69502059295099
-5;13;0;12;15;NO_ACTION;-4,94585502615493
-5;10;0;10;15;MOVE_LEFT;-1,69449972055117
-5;10;0;10;15;MOVE_RIGHT;-1,71515467592712
-5;10;0;10;15;MORPH_UP;-1,73795337606487
-5;10;0;10;15;MORPH_DOWN;-1,75786785077214
-5;10;0;10;15;NO_ACTION;-1,48356577666006
-5;10;-20;9;15;MOVE_LEFT;-3,20030060732474
-5;10;-20;9;15;MOVE_RIGHT;-3,34082675022592
-5;10;-20;9;15;MORPH_UP;-3,24140152793448
-5;10;-20;9;15;MORPH_DOWN;-3,29394217806291
-5;10;-20;9;15;NO_ACTION;-3,34655808359849
-5;13;-20;12;15;MOVE_LEFT;-4,0982107278162
-5;13;-20;12;15;MOVE_RIGHT;-4,1240602530648
-5;13;-20;12;15;MORPH_UP;-4,1659319191052
-5;13;-20;12;15;MORPH_DOWN;-4,08937213278125
-5;13;-20;12;15;NO_ACTION;-4,09336005897904
-5;11;30;10;15;MOVE_LEFT;-3,73637166683925
-5;11;30;10;15;MOVE_RIGHT;-3,32056194238439
-5;11;30;10;15;MORPH_UP;-3,54923676321395
-5;11;30;10;15;MORPH_DOWN;-3,5092157656731
-5;11;30;10;15;NO_ACTION;-3,39602973848319
-5;7;0;7;15;MOVE_LEFT;-2,69149633545477
-5;7;0;7;15;MOVE_RIGHT;-2,34643968944493
-5;7;0;7;15;MORPH_UP;-2,57410138977918
-5;7;0;7;15;MORPH_DOWN;-2,5640354180647
-5;7;0;7;15;NO_ACTION;-2,6258843369995
-5;7;10;6;15;MOVE_LEFT;-5,19065692080602
-5;7;10;6;15;MOVE_RIGHT;-5,28852145017056
-5;7;10;6;15;MORPH_UP;-5,10909910503929
-5;7;10;6;15;MORPH_DOWN;-5,21397447979907
-5;7;10;6;15;NO_ACTION;-5,23758117577885
-4;7;30;6;15;MOVE_LEFT;-3,69725705779802
-4;7;30;6;15;MOVE_RIGHT;-3,72515792129269
-4;7;30;6;15;MORPH_UP;-3,71970910414294
-4;7;30;6;15;MORPH_DOWN;-3,65696783661819
-4;7;30;6;15;NO_ACTION;-3,66560735192067
-3;10;20;9;15;MOVE_LEFT;-2,22331597468023
-3;10;20;9;15;MOVE_RIGHT;-2,30776072651552
-3;10;20;9;15;MORPH_UP;-2,30969118689165
-3;10;20;9;15;MORPH_DOWN;-2,26717456421155
-3;10;20;9;15;NO_ACTION;-2,24222107704717
-3;11;20;10;15;MOVE_LEFT;-3,08587440719883
-3;11;20;10;15;MOVE_RIGHT;-3,11299361743727
-3;11;20;10;15;MORPH_UP;-3,16308654283423
-3;11;20;10;15;MORPH_DOWN;-3,12232378999043
-3;11;20;10;15;NO_ACTION;-3,17618046645804
-3;8;0;7;15;MOVE_LEFT;-2,91539287892151
-3;8;0;7;15;MOVE_RIGHT;-2,9231101593763
-3;8;0;7;15;MORPH_UP;-2,92547184000515
-3;8;0;7;15;MORPH_DOWN;-3,16137254849744
-3;8;0;7;15;NO_ACTION;-3,35132778666303
-3;8;-10;7;15;MOVE_LEFT;-2,53205194659164
-3;8;-10;7;15;MOVE_RIGHT;-2,96953080908789
-3;8;-10;7;15;MORPH_UP;-2,53126475662126
-3;8;-10;7;15;MORPH_DOWN;-2,62793020098397
-3;8;-10;7;15;NO_ACTION;-2,54788730940121
-3;8;-30;7;15;MOVE_LEFT;-1,63635357927389
-3;8;-30;7;15;MOVE_RIGHT;-1,73695138601749
-3;8;-30;7;15;MORPH_UP;-1,69488658325913
-3;8;-30;7;15;MORPH_DOWN;-1,88498360795469
-3;8;-30;7;15;NO_ACTION;-1,67930808571032
-4;11;-30;10;15;MOVE_LEFT;-2,84161710542023
-4;11;-30;10;15;MOVE_RIGHT;-2,73888700386956
-4;11;-30;10;15;MORPH_UP;-2,94460281967094
-4;11;-30;10;15;MORPH_DOWN;-2,74540647505657
-4;11;-30;10;15;NO_ACTION;-2,89805018029701
-4;12;-40;11;15;MOVE_LEFT;-1,42392100099172
-4;12;-40;11;15;MOVE_RIGHT;-1,48392332793922
-4;12;-40;11;15;MORPH_UP;-1,45067494100551
-4;12;-40;11;15;MORPH_DOWN;-1,39464795611381
-4;12;-40;11;15;NO_ACTION;-1,45519167020112
-5;10;-40;9;15;MOVE_LEFT;-1,85091214776191
-5;10;-40;9;15;MOVE_RIGHT;-1,99030098815948
-5;10;-40;9;15;MORPH_UP;-1,82028295727774
-5;10;-40;9;15;MORPH_DOWN;-1,81719391250549
-5;10;-40;9;15;NO_ACTION;-1,89615101324172
-5;10;-30;9;15;MOVE_LEFT;-2,87875711347303
-5;10;-30;9;15;MOVE_RIGHT;-2,75416424844228
-5;10;-30;9;15;MORPH_UP;-2,72131402306812
-5;10;-30;9;15;MORPH_DOWN;-2,84609730638255
-5;10;-30;9;15;NO_ACTION;-2,81825707975077
-5;8;40;7;15;MOVE_LEFT;-2,63826367267466
-5;8;40;7;15;MOVE_RIGHT;-2,34250377786859
-5;8;40;7;15;MORPH_UP;-2,43337656988271
-5;8;40;7;15;MORPH_DOWN;-2,43236880181031
-5;8;40;7;15;NO_ACTION;-2,55669262191086
-5;8;60;7;15;MOVE_LEFT;-0,351361215665308
-5;8;60;7;15;MOVE_RIGHT;-0,100000001490116
-5;8;60;7;15;MORPH_UP;-0,195646260022388
-5;8;60;7;15;MORPH_DOWN;-0,184161192991798
-5;8;60;7;15;NO_ACTION;0
-4;8;70;7;15;MOVE_LEFT;-0,908438132523132
-4;8;70;7;15;MOVE_RIGHT;-0,660459424826015
-4;8;70;7;15;MORPH_UP;-0,697300696697439
-4;8;70;7;15;MORPH_DOWN;-0,778153446350462
-4;8;70;7;15;NO_ACTION;-0,761673554921364
-3;8;90;7;15;MOVE_LEFT;-0,169121477908211
-3;8;90;7;15;MOVE_RIGHT;-0,100000001490116
-3;8;90;7;15;MORPH_UP;-0,109500001654029
-3;8;90;7;15;MORPH_DOWN;-0,182106175576174
-3;8;90;7;15;NO_ACTION;-0,162061534315377
-1;8;110;7;15;MOVE_LEFT;0
-1;8;110;7;15;MOVE_RIGHT;0
-1;8;110;7;15;MORPH_UP;-0,100000001490116
-1;8;110;7;15;MORPH_DOWN;0
-1;8;110;7;15;NO_ACTION;0
0;11;100;10;15;MOVE_LEFT;-0,437404432697524
0;11;100;10;15;MOVE_RIGHT;-0,3533394063203
0;11;100;10;15;MORPH_UP;-0,334788720150545
0;11;100;10;15;MORPH_DOWN;-0,324868226301696
0;11;100;10;15;NO_ACTION;-0,297733234692083
2;12;120;11;15;MOVE_LEFT;-0,100000001490116
2;12;120;11;15;MOVE_RIGHT;-0,100000001490116
2;12;120;11;15;MORPH_UP;-0,100000001490116
2;12;120;11;15;MORPH_DOWN;0
2;12;120;11;15;NO_ACTION;0
3;12;90;11;15;MOVE_LEFT;-0,468719773541916
3;12;90;11;15;MOVE_RIGHT;-0,530779132843223
3;12;90;11;15;MORPH_UP;-0,534791934004457
3;12;90;11;15;MORPH_DOWN;-0,49979645849225
3;12;90;11;15;NO_ACTION;-0,505703562361708
5;11;90;11;15;MOVE_LEFT;-0,343899992655218
5;11;90;11;15;MOVE_RIGHT;-0,270999997362495
5;11;90;11;15;MORPH_UP;-0,270999997362495
5;11;90;11;15;MORPH_DOWN;-0,270999997362495
5;11;90;11;15;NO_ACTION;-0,270999997362495
-5;7;-10;6;15;MOVE_LEFT;-4,73395849651479
-5;7;-10;6;15;MOVE_RIGHT;-4,75078990680558
-5;7;-10;6;15;MORPH_UP;-4,63657200504103
-5;7;-10;6;15;MORPH_DOWN;-4,63693504126579
-5;7;-10;6;15;NO_ACTION;-4,83457614259097
-5;7;40;6;15;MOVE_LEFT;-4,92589112478037
-5;7;40;6;15;MOVE_RIGHT;-4,09826338553583
-5;7;40;6;15;MORPH_UP;-4,45486617539101
-5;7;40;6;15;MORPH_DOWN;-4,55060048965869
-5;7;40;6;15;NO_ACTION;-4,59140878997059
-5;7;-20;6;15;MOVE_LEFT;-4,37492001772763
-5;7;-20;6;15;MOVE_RIGHT;-4,36425456912082
-5;7;-20;6;15;MORPH_UP;-4,35581490537943
-5;7;-20;6;15;MORPH_DOWN;-4,35114397481144
-5;7;-20;6;15;NO_ACTION;-4,44930501581321
-5;12;10;11;15;MOVE_LEFT;-3,29527622184277
-5;12;10;11;15;MOVE_RIGHT;-3,11266556041315
-5;12;10;11;15;MORPH_UP;-3,08370222551345
-5;12;10;11;15;MORPH_DOWN;-3,11947112864673
-5;12;10;11;15;NO_ACTION;-3,21914129602075
-5;10;10;9;15;MOVE_LEFT;-4,29688374590878
-5;10;10;9;15;MOVE_RIGHT;-4,16700150531131
-5;10;10;9;15;MORPH_UP;-4,24079899326557
-5;10;10;9;15;MORPH_DOWN;-4,19556495152349
-5;10;10;9;15;NO_ACTION;-4,15273153558504
-5;8;0;7;15;MOVE_LEFT;-4,29517945232601
-5;8;0;7;15;MOVE_RIGHT;-4,33714643635348
-5;8;0;7;15;MORPH_UP;-4,27967069064305
-5;8;0;7;15;MORPH_DOWN;-4,29363580221318
-5;8;0;7;15;NO_ACTION;-4,34895757420617
-5;8;-30;7;15;MOVE_LEFT;-3,010689571137
-5;8;-30;7;15;MOVE_RIGHT;-3,07880409336174
-5;8;-30;7;15;MORPH_UP;-3,10538091006409
-5;8;-30;7;15;MORPH_DOWN;-3,00389587865482
-5;8;-30;7;15;NO_ACTION;-3,01793226922591
-5;8;20;7;15;MOVE_LEFT;-3,85783123633386
-5;8;20;7;15;MOVE_RIGHT;-3,75388203021579
-5;8;20;7;15;MORPH_UP;-3,8275664512671
-5;8;20;7;15;MORPH_DOWN;-3,88787618456226
-5;8;20;7;15;NO_ACTION;-4,05000560258966
-5;6;10;5;15;MOVE_LEFT;-4,14137992945922
-5;6;10;5;15;MOVE_RIGHT;-4,03014554728763
-5;6;10;5;15;MORPH_UP;-4,08724364567524
-5;6;10;5;15;MORPH_DOWN;-4,14141689886043
-5;6;10;5;15;NO_ACTION;-4,59896118834406
-5;12;20;11;15;MOVE_LEFT;-2,79342557079068
-5;12;20;11;15;MOVE_RIGHT;-2,84916340896743
-5;12;20;11;15;MORPH_UP;-2,84343474211939
-5;12;20;11;15;MORPH_DOWN;-2,81498234274442
-5;12;20;11;15;NO_ACTION;-2,80379625730986
-4;13;40;12;15;MOVE_LEFT;-3,35173545346475
-4;13;40;12;15;MOVE_RIGHT;-3,25553218776938
-4;13;40;12;15;MORPH_UP;-3,3391665278365
-4;13;40;12;15;MORPH_DOWN;-3,2625357725637
-4;13;40;12;15;NO_ACTION;-3,47294842449923
-3;13;70;12;15;MOVE_LEFT;-2,01317680731844
-3;13;70;12;15;MOVE_RIGHT;-1,61322736490761
-3;13;70;12;15;MORPH_UP;-1,82091190182674
-3;13;70;12;15;MORPH_DOWN;-1,72448080114084
-3;13;70;12;15;NO_ACTION;-1,80744268108824
-2;13;70;12;15;MOVE_LEFT;-1,94380668964092
-2;13;70;12;15;MOVE_RIGHT;-1,87568709139995
-2;13;70;12;15;MORPH_UP;-2,05704751049488
-2;13;70;12;15;MORPH_DOWN;-1,99062848539891
-2;13;70;12;15;NO_ACTION;-2,00136163736894
0;13;70;12;15;MOVE_LEFT;-1,69808588149981
0;13;70;12;15;MOVE_RIGHT;-1,58886900161338
0;13;70;12;15;MORPH_UP;-1,62329348747975
0;13;70;12;15;MORPH_DOWN;-1,66035742338287
0;13;70;12;15;NO_ACTION;-1,64621691227741
0;13;50;12;15;MOVE_LEFT;-2,12702697362484
0;13;50;12;15;MOVE_RIGHT;-2,01432812881458
0;13;50;12;15;MORPH_UP;-2,0260130880915
0;13;50;12;15;MORPH_DOWN;-2,01567479166075
0;13;50;12;15;NO_ACTION;-2,06682940750297
1;13;40;12;15;MOVE_LEFT;-1,91884700591329
1;13;40;12;15;MOVE_RIGHT;-1,89903958717809
1;13;40;12;15;MORPH_UP;-1,85988780453369
1;13;40;12;15;MORPH_DOWN;-1,91936889570879
1;13;40;12;15;NO_ACTION;-1,84611949468732
