Agents With Prediction
Geometry Friends Agents
Random Agents
Rapidly Exploring Random Tree Agents
Reinforcement Learning Agents
Sub Goal A Star Agents
Agents With Prediction
World: ;GF-CoG 2022 - Cooperation Track
level;runs;collectibles average;collectibles available;time average;time limit;score average
1;1;1;1;89;120;152
Geometry Friends Agents
World: ;GF-CoG 2022 - Cooperation Track
level;runs;collectibles average;collectibles available;time average;time limit;score average
1;1;0;1;120;120;0
Geometry Friends Agents
World: ;GF-CoG 2022 - Cooperation Track
level;runs;collectibles average;collectibles available;time average;time limit;score average
1;1;0;1;120;120;0
Rapidly Exploring Random Tree Agents
World: ;GF-CoG 2022 - Cooperation Track
level;runs;collectibles average;collectibles available;time average;time limit;score average
1;1;0;1;120;120;0
Rapidly Exploring Random Tree Agents
World: ;GF-CoG 2022 - Cooperation Track
level;runs;collectibles average;collectibles available;time average;time limit;score average

Reinforcement Learning Agents
Reinforcement Learning Agents
World: ;GF-CoG 2022 - Cooperation Track
level;runs;collectibles average;collectibles available;time average;time limit;score average

Sub Goal A Star Agents
World: ;GF-CoG 2022 - Cooperation Track
level;runs;collectibles average;collectibles available;time average;time limit;score average
1;1;0;1;120;120;0
Geometry Friends Agents
World: ;GF-CoG 2022 - Cooperation Track
level;runs;collectibles average;collectibles available;time average;time limit;score average

